x,y,H,map,gp,t
771.69,663.3689999999999,,14nwa,432,NCL
772.145,664.8580000000001,,14nwa,432,NCL
772.6210000000001,665.6560000000001,,14nwa,432,NCL
773.284,666.212,,14nwa,432,NCL
774.716,666.605,,14nwa,432,NCL
777.477,666.905,,14nwa,432,NCL
778.42,667.195,,14nwa,432,NCL
779.12,667.735,,14nwa,432,NCL
779.54,668.555,,14nwa,432,NCL
780.038,671.187,,14nwa,432,NCL
780.312,672.19,,14nwa,432,NCL
780.8,673.015,,14nwa,432,NCL
781.569,673.716,,14nwa,432,NCL
782.51,674.232,,14nwa,432,NCL
783.488,674.46,,14nwa,432,NCL
786.418,674.2,,14nwa,432,NCL
789.883,673.289,,14nwa,432,NCL
792.203,672.382,,14nwa,432,NCL
795.71,670.4069999999999,,14nwa,432,NCL
797.529,669.533,,14nwa,432,NCL
798.8660000000001,669.23,,14nwa,432,NCL
799.17,669.551,,14nwa,432,NCL
795.6619999999999,673.747,,14nwa,432,NCL
794.3739999999999,675.422,,14nwa,432,NCL
793.6360000000001,676.7689999999999,,14nwa,432,NCL
793.194,678.215,,14nwa,432,NCL
793.1569999999999,679.195,,14nwa,432,NCL
793.341,680.245,,14nwa,432,NCL
793.745,681.192,,14nwa,432,NCL
794.441,681.8530000000001,,14nwa,432,NCL
796.695,682.584,,14nwa,432,NCL
797.176,682.9639999999999,,14nwa,432,NCL
796.65,683.408,,14nwa,432,NCL
794.505,684.4580000000001,,14nwa,432,NCL
791.301,687.076,,14nwa,432,NCL
789.92,688.533,,14nwa,432,NCL
789.188,689.758,,14nwa,432,NCL
788.61,692.081,,14nwa,432,NCL
788.4889999999999,697.211,,14nwa,432,NCL
788.29,699.197,,14nwa,432,NCL
784.654,701.301,,14nwa,432,NCL
783.297,701.8910000000001,,14nwa,432,NCL
782.449,702.582,,14nwa,432,NCL
782.222,703.455,,14nwa,432,NCL
782.698,704.262,,14nwa,432,NCL
783.972,705.943,,14nwa,432,NCL
785.797,710.932,,14nwa,432,NCL
786.198,713.311,,14nwa,432,NCL
785.96,714.5010000000001,,14nwa,432,NCL
785.22,715.0160000000001,,14nwa,432,NCL
782.5830000000001,716.043,,14nwa,432,NCL
781.45,717.046,,14nwa,432,NCL
780.1669999999999,718.663,,14nwa,432,NCL
779.584,719.993,,14nwa,432,NCL
779.427,722.02,,14nwa,432,NCL
779.837,724.0039999999999,,14nwa,432,NCL
780.6289999999999,725.2289999999999,,14nwa,432,NCL
783.569,728.457,,14nwa,432,NCL
783.9630000000001,729.064,,14nwa,432,NCL
785.544,732.768,,14nwa,432,NCL
785.929,734.193,,14nwa,432,NCL
785.822,734.94,,14nwa,432,NCL
785.3539999999999,735.4910000000001,,14nwa,432,NCL
784.2389999999999,736.1110000000001,,14nwa,432,NCL
781.686,736.7689999999999,,14nwa,432,NCL
776.823,737.432,,14nwa,432,NCL
775.829,737.1669999999999,,14nwa,432,NCL
772.535,734.925,,14nwa,432,NCL
765.279,729.548,,14nwa,432,NCL
763.554,728.565,,14nwa,432,NCL
762.5160000000001,728.535,,14nwa,432,NCL
761.654,728.939,,14nwa,432,NCL
760.721,729.7810000000001,,14nwa,432,NCL
760.5419999999999,730.1619999999999,,14nwa,432,NCL
760.427,733.248,,14nwa,432,NCL
759.995,734.681,,14nwa,432,NCL
758.568,738.444,,14nwa,432,NCL
758.3539999999999,740.445,,14nwa,432,NCL
758.4839999999999,742.0169999999999,,14nwa,432,NCL
758.916,743.418,,14nwa,432,NCL
759.4830000000001,744.17,,14nwa,432,NCL
760.3580000000001,744.762,,14nwa,432,NCL
761.828,745.278,,14nwa,432,NCL
762.791,745.263,,14nwa,432,NCL
764.809,744.8480000000001,,14nwa,432,NCL
767.302,745.078,,14nwa,432,NCL
770.2760000000001,745.738,,14nwa,432,NCL
772.0880000000001,746.441,,14nwa,432,NCL
772.742,747.2239999999999,,14nwa,432,NCL
773.194,748.154,,14nwa,432,NCL
773.441,750.0,,14nwa,432,NCL
745.2919999999999,625.122,,14nwa,433,NCL
745.6030000000001,624.1759999999999,,14nwa,433,NCL
745.61,622.722,,14nwa,433,NCL
745.177,619.243,,14nwa,433,NCL
744.22,614.794,,14nwa,433,NCL
743.788,613.855,,14nwa,433,NCL
743.13,613.132,,14nwa,433,NCL
741.823,612.311,,14nwa,433,NCL
740.857,612.034,,14nwa,433,NCL
738.8889999999999,612.0319999999999,,14nwa,433,NCL
733.8689999999999,612.476,,14nwa,433,NCL
730.807,612.224,,14nwa,433,NCL
729.7439999999999,611.937,,14nwa,433,NCL
729.3560000000001,611.464,,14nwa,433,NCL
730.054,610.164,,14nwa,433,NCL
731.93,607.988,,14nwa,433,NCL
736.909,602.875,,14nwa,433,NCL
737.988,601.1619999999999,,14nwa,433,NCL
738.363,599.7280000000001,,14nwa,433,NCL
738.3,598.703,,14nwa,433,NCL
737.7719999999999,597.294,,14nwa,433,NCL
736.93,595.986,,14nwa,433,NCL
736.181,595.35,,14nwa,433,NCL
734.835,594.766,,14nwa,433,NCL
730.915,593.6619999999999,,14nwa,433,NCL
729.59,593.004,,14nwa,433,NCL
727.6469999999999,591.48,,14nwa,433,NCL
723.311,587.264,,14nwa,433,NCL
722.113,586.375,,14nwa,433,NCL
720.2489999999999,585.568,,14nwa,433,NCL
719.41,585.055,,14nwa,433,NCL
717.9639999999999,583.566,,14nwa,433,NCL
717.202,582.2909999999999,,14nwa,433,NCL
717.163,581.367,,14nwa,433,NCL
717.72,580.422,,14nwa,433,NCL
718.857,579.475,,14nwa,433,NCL
720.618,578.452,,14nwa,433,NCL
722.99,577.5219999999999,,14nwa,433,NCL
724.487,577.243,,14nwa,433,NCL
725.443,577.331,,14nwa,433,NCL
727.2739999999999,578.048,,14nwa,433,NCL
730.465,579.631,,14nwa,433,NCL
731.957,579.9259999999999,,14nwa,433,NCL
733.4830000000001,579.856,,14nwa,433,NCL
734.382,579.518,,14nwa,433,NCL
735.122,578.759,,14nwa,433,NCL
735.497,577.846,,14nwa,433,NCL
736.084,574.374,,14nwa,433,NCL
736.7289999999999,571.939,,14nwa,433,NCL
737.201,571.0,,14nwa,433,NCL
737.882,570.29,,14nwa,433,NCL
740.53,568.898,,14nwa,433,NCL
743.367,567.691,,14nwa,433,NCL
746.2280000000001,566.785,,14nwa,433,NCL
747.665,566.56,,14nwa,433,NCL
748.75,566.925,,14nwa,433,NCL
749.51,567.637,,14nwa,433,NCL
749.725,568.9830000000001,,14nwa,433,NCL
749.285,573.122,,14nwa,433,NCL
749.3380000000001,574.617,,14nwa,433,NCL
749.6039999999999,575.538,,14nwa,433,NCL
750.373,576.846,,14nwa,433,NCL
752.1260000000001,578.729,,14nwa,433,NCL
752.951,579.279,,14nwa,433,NCL
753.957,579.563,,14nwa,433,NCL
755.93,579.437,,14nwa,433,NCL
760.8660000000001,578.493,,14nwa,433,NCL
763.8789999999999,578.934,,14nwa,433,NCL
765.3510000000001,579.016,,14nwa,433,NCL
767.768,578.365,,14nwa,433,NCL
769.6089999999999,577.4580000000001,,14nwa,433,NCL
770.794,576.564,,14nwa,433,NCL
772.112,575.099,,14nwa,433,NCL
774.4169999999999,571.752,,14nwa,433,NCL
775.9960000000001,569.827,,14nwa,433,NCL
777.187,568.938,,14nwa,433,NCL
779.546,567.993,,14nwa,433,NCL
780.53,567.849,,14nwa,433,NCL
782.569,567.8340000000001,,14nwa,433,NCL
783.477,567.447,,14nwa,433,NCL
786.591,564.783,,14nwa,433,NCL
787.2810000000001,564.376,,14nwa,433,NCL
787.791,564.448,,14nwa,433,NCL
788.1210000000001,565.056,,14nwa,433,NCL
788.3439999999999,566.639,,14nwa,433,NCL
788.2330000000001,569.637,,14nwa,433,NCL
787.7260000000001,572.056,,14nwa,433,NCL
785.362,578.896,,14nwa,433,NCL
785.2180000000001,579.877,,14nwa,433,NCL
785.347,580.9,,14nwa,433,NCL
786.217,582.145,,14nwa,433,NCL
788.967,584.808,,14nwa,433,NCL
789.39,585.589,,14nwa,433,NCL
789.446,586.4069999999999,,14nwa,433,NCL
789.11,587.685,,14nwa,433,NCL
787.9019999999999,589.882,,14nwa,433,NCL
784.7130000000001,594.148,,14nwa,433,NCL
782.1560000000001,596.569,,14nwa,433,NCL
781.198,597.705,,14nwa,433,NCL
779.2180000000001,601.2230000000001,,14nwa,433,NCL
778.3889999999999,603.553,,14nwa,433,NCL
778.3910000000001,604.5930000000001,,14nwa,433,NCL
778.68,605.566,,14nwa,433,NCL
779.9169999999999,607.239,,14nwa,433,NCL
781.6410000000001,609.215,,14nwa,433,NCL
782.044,609.9830000000001,,14nwa,433,NCL
781.877,610.759,,14nwa,433,NCL
780.959,611.469,,14nwa,433,NCL
779.977,611.924,,14nwa,433,NCL
776.05,612.7719999999999,,14nwa,433,NCL
774.6160000000001,613.2090000000001,,14nwa,433,NCL
773.804,613.846,,14nwa,433,NCL
773.457,614.746,,14nwa,433,NCL
773.43,615.786,,14nwa,433,NCL
774.438,618.744,,14nwa,433,NCL
774.878,620.172,,14nwa,433,NCL
774.8960000000001,621.061,,14nwa,433,NCL
774.388,621.808,,14nwa,433,NCL
772.7180000000001,623.174,,14nwa,433,NCL
771.916,624.512,,14nwa,433,NCL
771.6139999999999,625.479,,14nwa,433,NCL
771.686,626.427,,14nwa,433,NCL
772.1039999999999,627.936,,14nwa,433,NCL
773.079,629.747,,14nwa,433,NCL
773.7860000000001,630.342,,14nwa,433,NCL
776.112,630.5740000000001,,14nwa,433,NCL
776.8919999999999,630.948,,14nwa,433,NCL
777.238,632.675,,14nwa,433,NCL
777.328,636.637,,14nwa,433,NCL
776.706,643.389,,14nwa,433,NCL
776.373,644.844,,14nwa,433,NCL
775.1210000000001,648.653,,14nwa,433,NCL
775.1389999999999,649.654,,14nwa,433,NCL
775.551,651.118,,14nwa,433,NCL
777.003,653.247,,14nwa,433,NCL
777.308,654.1469999999999,,14nwa,433,NCL
777.2,656.091,,14nwa,433,NCL
776.309,661.076,,14nwa,433,NCL
776.617,662.039,,14nwa,433,NCL
777.319,662.762,,14nwa,433,NCL
780.291,664.692,,14nwa,433,NCL
781.375,665.681,,14nwa,433,NCL
781.8889999999999,666.523,,14nwa,433,NCL
783.1080000000001,669.312,,14nwa,433,NCL
783.823,670.013,,14nwa,433,NCL
784.815,670.2719999999999,,14nwa,433,NCL
789.324,669.738,,14nwa,433,NCL
792.666,668.795,,14nwa,433,NCL
793.437,668.201,,14nwa,433,NCL
794.784,666.6210000000001,,14nwa,433,NCL
795.58,666.054,,14nwa,433,NCL
798.061,665.503,,14nwa,433,NCL
798.9889999999999,665.187,,14nwa,433,NCL
799.682,664.467,,14nwa,433,NCL
800.582,663.201,,14nwa,433,NCL
802.066,662.784,,14nwa,433,NCL
803.852,662.586,,14nwa,433,NCL
804.922,662.6469999999999,,14nwa,433,NCL
805.697,662.929,,14nwa,433,NCL
806.055,663.4989999999999,,14nwa,433,NCL
806.107,664.3710000000001,,14nwa,433,NCL
805.794,666.0060000000001,,14nwa,433,NCL
804.862,668.643,,14nwa,433,NCL
801.9989999999999,673.421,,14nwa,433,NCL
800.872,675.5880000000001,,14nwa,433,NCL
800.895,676.628,,14nwa,433,NCL
801.5010000000001,677.449,,14nwa,433,NCL
802.842,677.959,,14nwa,433,NCL
805.7539999999999,678.64,,14nwa,433,NCL
805.444,679.7260000000001,,14nwa,433,NCL
796.513,688.4810000000001,,14nwa,433,NCL
794.178,691.105,,14nwa,433,NCL
793.727,692.002,,14nwa,433,NCL
793.2660000000001,693.929,,14nwa,433,NCL
792.023,701.342,,14nwa,433,NCL
791.1310000000001,703.188,,14nwa,433,NCL
790.8489999999999,704.1089999999999,,14nwa,433,NCL
791.0369999999999,705.057,,14nwa,433,NCL
791.615,706.502,,14nwa,433,NCL
791.51,707.96,,14nwa,433,NCL
790.678,711.39,,14nwa,433,NCL
790.711,712.42,,14nwa,433,NCL
791.2860000000001,715.5980000000001,,14nwa,433,NCL
791.0880000000001,716.408,,14nwa,433,NCL
790.492,716.9730000000001,,14nwa,433,NCL
789.097,717.4839999999999,,14nwa,433,NCL
786.445,718.197,,14nwa,433,NCL
785.62,718.711,,14nwa,433,NCL
785.0219999999999,719.5239999999999,,14nwa,433,NCL
784.432,720.952,,14nwa,433,NCL
784.2280000000001,721.972,,14nwa,433,NCL
784.403,722.95,,14nwa,433,NCL
785.173,724.203,,14nwa,433,NCL
787.6080000000001,727.443,,14nwa,433,NCL
788.668,729.7239999999999,,14nwa,433,NCL
789.959,733.715,,14nwa,433,NCL
790.2689999999999,736.058,,14nwa,433,NCL
789.9939999999999,736.836,,14nwa,433,NCL
789.041,737.368,,14nwa,433,NCL
787.0039999999999,738.008,,14nwa,433,NCL
783.061,738.762,,14nwa,433,NCL
780.355,740.073,,14nwa,433,NCL
778.921,740.543,,14nwa,433,NCL
775.872,740.551,,14nwa,433,NCL
774.918,740.681,,14nwa,433,NCL
774.431,741.113,,14nwa,433,NCL
774.4830000000001,742.6439999999999,,14nwa,433,NCL
775.284,745.0089999999999,,14nwa,433,NCL
777.423,750.0,,14nwa,433,NCL
730.528,615.1469999999999,,14nwa,434,NCL
725.6560000000001,613.903,,14nwa,434,NCL
723.331,613.104,,14nwa,434,NCL
722.44,612.482,,14nwa,434,NCL
722.4169999999999,611.881,,14nwa,434,NCL
723.029,611.077,,14nwa,434,NCL
725.326,609.073,,14nwa,434,NCL
727.997,607.5930000000001,,14nwa,434,NCL
729.14,606.693,,14nwa,434,NCL
729.895,605.442,,14nwa,434,NCL
731.2130000000001,601.679,,14nwa,434,NCL
731.444,599.565,,14nwa,434,NCL
731.3539999999999,598.596,,14nwa,434,NCL
729.6339999999999,596.255,,14nwa,434,NCL
726.5160000000001,592.869,,14nwa,434,NCL
723.8439999999999,590.519,,14nwa,434,NCL
721.8560000000001,589.116,,14nwa,434,NCL
720.928,588.854,,14nwa,434,NCL
717.7639999999999,588.85,,14nwa,434,NCL
716.808,588.663,,14nwa,434,NCL
716.003,588.187,,14nwa,434,NCL
715.0210000000001,587.068,,14nwa,434,NCL
713.457,585.004,,14nwa,434,NCL
712.235,584.151,,14nwa,434,NCL
709.0830000000001,582.577,,14nwa,434,NCL
708.446,581.842,,14nwa,434,NCL
708.079,580.857,,14nwa,434,NCL
707.957,579.864,,14nwa,434,NCL
708.1519999999999,578.317,,14nwa,434,NCL
708.592,577.439,,14nwa,434,NCL
709.9580000000001,575.987,,14nwa,434,NCL
712.061,574.559,,14nwa,434,NCL
715.283,573.09,,14nwa,434,NCL
718.189,572.255,,14nwa,434,NCL
720.6360000000001,572.122,,14nwa,434,NCL
723.623,572.465,,14nwa,434,NCL
728.618,573.3330000000001,,14nwa,434,NCL
730.577,573.485,,14nwa,434,NCL
731.482,573.065,,14nwa,434,NCL
732.538,571.943,,14nwa,434,NCL
737.165,566.0219999999999,,14nwa,434,NCL
739.187,563.817,,14nwa,434,NCL
741.671,562.113,,14nwa,434,NCL
744.02,561.1990000000001,,14nwa,434,NCL
745.5060000000001,560.974,,14nwa,434,NCL
752.742,560.79,,14nwa,434,NCL
755.8560000000001,560.984,,14nwa,434,NCL
757.8560000000001,561.479,,14nwa,434,NCL
758.5939999999999,562.016,,14nwa,434,NCL
758.523,562.679,,14nwa,434,NCL
757.742,564.06,,14nwa,434,NCL
755.7289999999999,567.23,,14nwa,434,NCL
755.515,568.19,,14nwa,434,NCL
755.678,570.048,,14nwa,434,NCL
758.3689999999999,571.703,,14nwa,434,NCL
760.7860000000001,572.259,,14nwa,434,NCL
763.7810000000001,572.675,,14nwa,434,NCL
767.279,572.867,,14nwa,434,NCL
768.289,572.665,,14nwa,434,NCL
769.58,571.9259999999999,,14nwa,434,NCL
774.495,567.655,,14nwa,434,NCL
776.832,565.775,,14nwa,434,NCL
779.061,564.5830000000001,,14nwa,434,NCL
780.488,564.265,,14nwa,434,NCL
782.0010000000001,564.4490000000001,,14nwa,434,NCL
783.372,563.868,,14nwa,434,NCL
784.655,563.025,,14nwa,434,NCL
786.39,561.124,,14nwa,434,NCL
789.602,556.5930000000001,,14nwa,434,NCL
791.08,554.775,,14nwa,434,NCL
791.914,554.062,,14nwa,434,NCL
792.425,554.212,,14nwa,434,NCL
792.828,555.241,,14nwa,434,NCL
793.065,556.6,,14nwa,434,NCL
793.074,557.743,,14nwa,434,NCL
792.4830000000001,559.619,,14nwa,434,NCL
791.303,562.45,,14nwa,434,NCL
791.1060000000001,564.413,,14nwa,434,NCL
791.47,570.932,,14nwa,434,NCL
791.49,573.923,,14nwa,434,NCL
790.5210000000001,577.016,,14nwa,434,NCL
789.737,578.88,,14nwa,434,NCL
789.6360000000001,579.8580000000001,,14nwa,434,NCL
789.77,580.889,,14nwa,434,NCL
790.187,581.784,,14nwa,434,NCL
790.945,582.52,,14nwa,434,NCL
792.7260000000001,583.867,,14nwa,434,NCL
793.2710000000001,584.6,,14nwa,434,NCL
793.3330000000001,585.442,,14nwa,434,NCL
792.966,587.268,,14nwa,434,NCL
791.796,590.143,,14nwa,434,NCL
789.7719999999999,593.794,,14nwa,434,NCL
788.54,595.349,,14nwa,434,NCL
785.721,598.241,,14nwa,434,NCL
784.582,599.88,,14nwa,434,NCL
783.678,601.705,,14nwa,434,NCL
783.1010000000001,603.596,,14nwa,434,NCL
783.051,604.628,,14nwa,434,NCL
783.24,605.6519999999999,,14nwa,434,NCL
783.705,606.512,,14nwa,434,NCL
785.678,607.934,,14nwa,434,NCL
786.4639999999999,608.585,,14nwa,434,NCL
786.563,609.235,,14nwa,434,NCL
785.8739999999999,610.203,,14nwa,434,NCL
783.587,612.0930000000001,,14nwa,434,NCL
780.005,614.656,,14nwa,434,NCL
778.883,615.71,,14nwa,434,NCL
778.337,616.589,,14nwa,434,NCL
778.29,618.026,,14nwa,434,NCL
778.937,622.009,,14nwa,434,NCL
778.168,623.992,,14nwa,434,NCL
778.008,624.914,,14nwa,434,NCL
778.414,625.734,,14nwa,434,NCL
780.395,627.566,,14nwa,434,NCL
781.095,628.335,,14nwa,434,NCL
781.4739999999999,629.194,,14nwa,434,NCL
781.4939999999999,632.072,,14nwa,434,NCL
780.857,638.009,,14nwa,434,NCL
779.431,647.571,,14nwa,434,NCL
779.24,650.552,,14nwa,434,NCL
779.615,651.999,,14nwa,434,NCL
780.3439999999999,653.906,,14nwa,434,NCL
780.444,654.88,,14nwa,434,NCL
779.975,656.8660000000001,,14nwa,434,NCL
780.304,657.755,,14nwa,434,NCL
781.063,659.052,,14nwa,434,NCL
783.298,661.822,,14nwa,434,NCL
785.455,663.947,,14nwa,434,NCL
787.048,665.1110000000001,,14nwa,434,NCL
788.069,665.2739999999999,,14nwa,434,NCL
790.0369999999999,664.92,,14nwa,434,NCL
791.471,664.422,,14nwa,434,NCL
793.24,663.4760000000001,,14nwa,434,NCL
794.9,662.303,,14nwa,434,NCL
795.933,661.243,,14nwa,434,NCL
796.943,659.541,,14nwa,434,NCL
798.4689999999999,656.3489999999999,,14nwa,434,NCL
799.0980000000001,655.47,,14nwa,434,NCL
799.941,654.82,,14nwa,434,NCL
800.7239999999999,655.076,,14nwa,434,NCL
802.596,656.8789999999999,,14nwa,434,NCL
803.409,657.534,,14nwa,434,NCL
804.81,658.008,,14nwa,434,NCL
808.635,658.181,,14nwa,434,NCL
810.5260000000001,658.3919999999999,,14nwa,434,NCL
811.21,658.7,,14nwa,434,NCL
811.1239999999999,659.4939999999999,,14nwa,434,NCL
810.3560000000001,661.175,,14nwa,434,NCL
810.803,663.135,,14nwa,434,NCL
810.466,664.003,,14nwa,434,NCL
809.867,664.85,,14nwa,434,NCL
808.73,669.3760000000001,,14nwa,434,NCL
808.3789999999999,671.8660000000001,,14nwa,434,NCL
808.528,673.711,,14nwa,434,NCL
809.081,674.5039999999999,,14nwa,434,NCL
810.9580000000001,675.8689999999999,,14nwa,434,NCL
811.76,676.545,,14nwa,434,NCL
812.1260000000001,677.288,,14nwa,434,NCL
811.9069999999999,678.552,,14nwa,434,NCL
811.263,679.8989999999999,,14nwa,434,NCL
809.6610000000001,682.1260000000001,,14nwa,434,NCL
807.613,684.4169999999999,,14nwa,434,NCL
801.2180000000001,690.1160000000001,,14nwa,434,NCL
798.707,692.515,,14nwa,434,NCL
797.801,693.654,,14nwa,434,NCL
797.5889999999999,694.658,,14nwa,434,NCL
797.6260000000001,696.198,,14nwa,434,NCL
798.215,698.165,,14nwa,434,NCL
798.201,699.1339999999999,,14nwa,434,NCL
797.305,702.4910000000001,,14nwa,434,NCL
794.921,709.665,,14nwa,434,NCL
794.2080000000001,712.558,,14nwa,434,NCL
794.1519999999999,713.557,,14nwa,434,NCL
794.7810000000001,716.668,,14nwa,434,NCL
794.7869999999999,717.5989999999999,,14nwa,434,NCL
794.441,718.3860000000001,,14nwa,434,NCL
793.686,718.9760000000001,,14nwa,434,NCL
791.7769999999999,720.0060000000001,,14nwa,434,NCL
791.0310000000001,720.682,,14nwa,434,NCL
790.1,721.926,,14nwa,434,NCL
789.687,722.816,,14nwa,434,NCL
789.665,723.784,,14nwa,434,NCL
790.075,724.752,,14nwa,434,NCL
790.691,725.5360000000001,,14nwa,434,NCL
792.45,727.3839999999999,,14nwa,434,NCL
793.0189999999999,728.735,,14nwa,434,NCL
793.9580000000001,731.7660000000001,,14nwa,434,NCL
794.3969999999999,733.835,,14nwa,434,NCL
794.5260000000001,735.806,,14nwa,434,NCL
794.335,737.1510000000001,,14nwa,434,NCL
793.9789999999999,737.9689999999999,,14nwa,434,NCL
793.035,739.095,,14nwa,434,NCL
791.77,740.096,,14nwa,434,NCL
789.9110000000001,741.23,,14nwa,434,NCL
788.58,741.8539999999999,,14nwa,434,NCL
786.0160000000001,741.9110000000001,,14nwa,434,NCL
785.057,742.1239999999999,,14nwa,434,NCL
784.184,742.6389999999999,,14nwa,434,NCL
782.802,744.1160000000001,,14nwa,434,NCL
781.341,746.2239999999999,,14nwa,434,NCL
780.817,747.557,,14nwa,434,NCL
780.94,748.5210000000001,,14nwa,434,NCL
781.416,750.0,,14nwa,434,NCL
723.748,596.941,,14nwa,435,NCL
720.97,593.379,,14nwa,435,NCL
720.198,592.778,,14nwa,435,NCL
719.21,592.462,,14nwa,435,NCL
718.2280000000001,592.447,,14nwa,435,NCL
716.279,592.957,,14nwa,435,NCL
714.711,592.932,,14nwa,435,NCL
713.742,592.69,,14nwa,435,NCL
712.613,591.807,,14nwa,435,NCL
710.7080000000001,589.4259999999999,,14nwa,435,NCL
709.3439999999999,587.944,,14nwa,435,NCL
708.545,587.37,,14nwa,435,NCL
704.878,585.705,,14nwa,435,NCL
703.1310000000001,584.747,,14nwa,435,NCL
702.367,584.047,,14nwa,435,NCL
701.835,583.1990000000001,,14nwa,435,NCL
701.057,580.7130000000001,,14nwa,435,NCL
700.8860000000001,579.186,,14nwa,435,NCL
701.049,578.253,,14nwa,435,NCL
701.836,576.466,,14nwa,435,NCL
702.8919999999999,574.672,,14nwa,435,NCL
704.177,573.016,,14nwa,435,NCL
706.052,571.3580000000001,,14nwa,435,NCL
708.613,569.948,,14nwa,435,NCL
711.91,568.648,,14nwa,435,NCL
715.872,567.5830000000001,,14nwa,435,NCL
719.321,567.013,,14nwa,435,NCL
721.888,567.266,,14nwa,435,NCL
726.549,568.285,,14nwa,435,NCL
727.9689999999999,568.3009999999999,,14nwa,435,NCL
729.2589999999999,567.942,,14nwa,435,NCL
730.758,566.909,,14nwa,435,NCL
732.39,565.045,,14nwa,435,NCL
735.472,560.725,,14nwa,435,NCL
737.252,558.961,,14nwa,435,NCL
739.3969999999999,557.722,,14nwa,435,NCL
741.308,557.007,,14nwa,435,NCL
744.2460000000001,556.23,,14nwa,435,NCL
746.222,555.964,,14nwa,435,NCL
748.2489999999999,556.008,,14nwa,435,NCL
751.195,556.5409999999999,,14nwa,435,NCL
755.995,558.039,,14nwa,435,NCL
757.4989999999999,558.177,,14nwa,435,NCL
763.285,557.332,,14nwa,435,NCL
764.553,557.321,,14nwa,435,NCL
765.0980000000001,557.533,,14nwa,435,NCL
765.309,557.985,,14nwa,435,NCL
764.97,559.095,,14nwa,435,NCL
762.712,562.649,,14nwa,435,NCL
761.921,564.076,,14nwa,435,NCL
763.175,565.9169999999999,,14nwa,435,NCL
763.8430000000001,566.636,,14nwa,435,NCL
765.1619999999999,567.398,,14nwa,435,NCL
766.177,567.701,,14nwa,435,NCL
767.155,567.668,,14nwa,435,NCL
770.8430000000001,566.264,,14nwa,435,NCL
775.297,563.821,,14nwa,435,NCL
776.1139999999999,563.251,,14nwa,435,NCL
777.815,561.251,,14nwa,435,NCL
778.5310000000001,560.61,,14nwa,435,NCL
779.385,560.34,,14nwa,435,NCL
781.5169999999999,561.03,,14nwa,435,NCL
782.462,561.087,,14nwa,435,NCL
783.9010000000001,559.923,,14nwa,435,NCL
786.0060000000001,557.765,,14nwa,435,NCL
787.966,555.322,,14nwa,435,NCL
789.6560000000001,552.742,,14nwa,435,NCL
790.712,550.543,,14nwa,435,NCL
790.829,549.48,,14nwa,435,NCL
790.477,545.692,,14nwa,435,NCL
790.6139999999999,544.909,,14nwa,435,NCL
791.549,546.512,,14nwa,435,NCL
792.425,546.9580000000001,,14nwa,435,NCL
794.317,547.68,,14nwa,435,NCL
795.034,548.4069999999999,,14nwa,435,NCL
795.273,549.361,,14nwa,435,NCL
794.97,552.378,,14nwa,435,NCL
795.1619999999999,554.366,,14nwa,435,NCL
795.554,555.335,,14nwa,435,NCL
796.155,556.1030000000001,,14nwa,435,NCL
797.068,556.609,,14nwa,435,NCL
799.1160000000001,557.36,,14nwa,435,NCL
799.6489999999999,557.879,,14nwa,435,NCL
799.262,558.7180000000001,,14nwa,435,NCL
798.0260000000001,559.91,,14nwa,435,NCL
795.5939999999999,561.15,,14nwa,435,NCL
794.8560000000001,561.755,,14nwa,435,NCL
794.448,563.044,,14nwa,435,NCL
794.189,565.418,,14nwa,435,NCL
794.168,568.92,,14nwa,435,NCL
794.4860000000001,577.016,,14nwa,435,NCL
794.327,579.47,,14nwa,435,NCL
794.423,580.441,,14nwa,435,NCL
794.857,581.239,,14nwa,435,NCL
796.0360000000001,582.186,,14nwa,435,NCL
798.73,583.877,,14nwa,435,NCL
799.28,584.572,,14nwa,435,NCL
799.459,585.494,,14nwa,435,NCL
799.301,586.587,,14nwa,435,NCL
798.904,587.638,,14nwa,435,NCL
798.3580000000001,588.437,,14nwa,435,NCL
797.485,588.832,,14nwa,435,NCL
795.3530000000001,589.299,,14nwa,435,NCL
794.698,589.93,,14nwa,435,NCL
793.916,591.68,,14nwa,435,NCL
792.4680000000001,596.611,,14nwa,435,NCL
792.018,597.493,,14nwa,435,NCL
790.748,599.055,,14nwa,435,NCL
788.6510000000001,601.269,,14nwa,435,NCL
787.924,602.516,,14nwa,435,NCL
787.716,603.5219999999999,,14nwa,435,NCL
787.74,604.577,,14nwa,435,NCL
787.977,605.547,,14nwa,435,NCL
788.455,606.427,,14nwa,435,NCL
790.387,608.922,,14nwa,435,NCL
790.743,609.734,,14nwa,435,NCL
790.449,610.561,,14nwa,435,NCL
789.1410000000001,611.61,,14nwa,435,NCL
785.956,613.104,,14nwa,435,NCL
784.742,613.98,,14nwa,435,NCL
784.097,614.79,,14nwa,435,NCL
783.6389999999999,616.189,,14nwa,435,NCL
783.283,618.711,,14nwa,435,NCL
783.4060000000001,620.703,,14nwa,435,NCL
783.823,622.126,,14nwa,435,NCL
785.291,625.379,,14nwa,435,NCL
785.967,627.76,,14nwa,435,NCL
786.117,630.227,,14nwa,435,NCL
786.068,633.737,,14nwa,435,NCL
785.623,638.763,,14nwa,435,NCL
785.189,641.722,,14nwa,435,NCL
783.942,645.023,,14nwa,435,NCL
783.3660000000001,646.93,,14nwa,435,NCL
782.873,651.039,,14nwa,435,NCL
