x,y,H,map,gp,t
564.0459999999999,18.755,,14nwa,78,NCL
562.466,20.029,,14nwa,78,NCL
561.164,20.735,,14nwa,78,NCL
560.14,20.829,,14nwa,78,NCL
558.659,20.54,,14nwa,78,NCL
554.229,19.278,,14nwa,78,NCL
552.8,19.255,,14nwa,78,NCL
550.481,19.916,,14nwa,78,NCL
547.7669999999999,21.320999999999998,,14nwa,78,NCL
543.457,24.006999999999998,,14nwa,78,NCL
541.378,26.176,,14nwa,78,NCL
539.596,28.608,,14nwa,78,NCL
538.909,29.949,,14nwa,78,NCL
538.73,30.968000000000004,,14nwa,78,NCL
539.241,32.864000000000004,,14nwa,78,NCL
542.073,39.836,,14nwa,78,NCL
543.294,43.644,,14nwa,78,NCL
544.172,48.574,,14nwa,78,NCL
544.5880000000001,49.474,,14nwa,78,NCL
545.8380000000001,51.125,,14nwa,78,NCL
546.553,52.39,,14nwa,78,NCL
546.5880000000001,53.364,,14nwa,78,NCL
546.245,54.373000000000005,,14nwa,78,NCL
545.0980000000001,56.023,,14nwa,78,NCL
543.619,57.418,,14nwa,78,NCL
542.323,58.157,,14nwa,78,NCL
540.8330000000001,58.618,,14nwa,78,NCL
539.839,58.677,,14nwa,78,NCL
537.961,58.188,,14nwa,78,NCL
534.207,56.643,,14nwa,78,NCL
530.6990000000001,56.317,,14nwa,78,NCL
529.246,56.022,,14nwa,78,NCL
527.431,55.222,,14nwa,78,NCL
523.4630000000001,53.042,,14nwa,78,NCL
522.057,52.513000000000005,,14nwa,78,NCL
520.55,52.318000000000005,,14nwa,78,NCL
518.611,52.693000000000005,,14nwa,78,NCL
515.234,53.7,,14nwa,78,NCL
513.655,53.73,,14nwa,78,NCL
510.85,53.35,,14nwa,78,NCL
509.952,53.428000000000004,,14nwa,78,NCL
509.332,53.833999999999996,,14nwa,78,NCL
509.017,54.563,,14nwa,78,NCL
508.92800000000005,56.047,,14nwa,78,NCL
508.971,59.412,,14nwa,78,NCL
508.70599999999996,60.352,,14nwa,78,NCL
508.103,61.117,,14nwa,78,NCL
506.469,62.446000000000005,,14nwa,78,NCL
505.86300000000006,63.199,,14nwa,78,NCL
505.73400000000004,64.141,,14nwa,78,NCL
505.842,65.702,,14nwa,78,NCL
504.631,70.641,,14nwa,78,NCL
503.66900000000004,72.305,,14nwa,78,NCL
502.11699999999996,73.538,,14nwa,78,NCL
499.917,74.907,,14nwa,78,NCL
498.856,75.92699999999999,,14nwa,78,NCL
498.38699999999994,76.806,,14nwa,78,NCL
497.413,79.77600000000001,,14nwa,78,NCL
496.907,80.564,,14nwa,78,NCL
496.10400000000004,81.057,,14nwa,78,NCL
493.904,81.426,,14nwa,78,NCL
492.972,81.717,,14nwa,78,NCL
492.449,82.339,,14nwa,78,NCL
492.32099999999997,83.249,,14nwa,78,NCL
492.51099999999997,85.96,,14nwa,78,NCL
492.285,87.47399999999999,,14nwa,78,NCL
491.87699999999995,88.958,,14nwa,78,NCL
491.402,89.809,,14nwa,78,NCL
489.657,91.56,,14nwa,78,NCL
486.369,93.912,,14nwa,78,NCL
485.344,93.93299999999999,,14nwa,78,NCL
483.92800000000005,92.49700000000001,,14nwa,78,NCL
483.16,91.885,,14nwa,78,NCL
482.20300000000003,91.667,,14nwa,78,NCL
480.158,91.494,,14nwa,78,NCL
479.30300000000005,91.04299999999999,,14nwa,78,NCL
476.95,89.13,,14nwa,78,NCL
475.61,87.634,,14nwa,78,NCL
474.591,85.89,,14nwa,78,NCL
474.18300000000005,84.429,,14nwa,78,NCL
473.994,80.938,,14nwa,78,NCL
474.04,75.376,,14nwa,78,NCL
473.781,72.438,,14nwa,78,NCL
473.44599999999997,71.453,,14nwa,78,NCL
472.849,70.521,,14nwa,78,NCL
472.12199999999996,69.805,,14nwa,78,NCL
471.33099999999996,69.49600000000001,,14nwa,78,NCL
470.30199999999996,69.78,,14nwa,78,NCL
469.38599999999997,70.381,,14nwa,78,NCL
468.815,71.155,,14nwa,78,NCL
467.93699999999995,73.023,,14nwa,78,NCL
466.93699999999995,74.125,,14nwa,78,NCL
465.67199999999997,75.041,,14nwa,78,NCL
464.74300000000005,75.419,,14nwa,78,NCL
462.793,75.593,,14nwa,78,NCL
457.224,75.258,,14nwa,78,NCL
454.217,75.218,,14nwa,78,NCL
452.292,75.51100000000001,,14nwa,78,NCL
450.515,76.42699999999999,,14nwa,78,NCL
447.93800000000005,78.141,,14nwa,78,NCL
446.57099999999997,78.634,,14nwa,78,NCL
445.57099999999997,78.67399999999999,,14nwa,78,NCL
442.42400000000004,78.141,,14nwa,78,NCL
441.059,78.122,,14nwa,78,NCL
440.601,78.851,,14nwa,78,NCL
440.67199999999997,80.013,,14nwa,78,NCL
441.07599999999996,80.959,,14nwa,78,NCL
441.83,81.61,,14nwa,78,NCL
443.205,82.204,,14nwa,78,NCL
446.10400000000004,83.215,,14nwa,78,NCL
447.38699999999994,83.913,,14nwa,78,NCL
448.096,84.57700000000001,,14nwa,78,NCL
449.131,86.36200000000001,,14nwa,78,NCL
449.611,87.781,,14nwa,78,NCL
449.684,88.79899999999999,,14nwa,78,NCL
449.42800000000005,90.288,,14nwa,78,NCL
448.163,92.499,,14nwa,78,NCL
447.88199999999995,93.428,,14nwa,78,NCL
447.85699999999997,94.90100000000001,,14nwa,78,NCL
448.255,99.425,,14nwa,78,NCL
448.07099999999997,100.958,,14nwa,78,NCL
447.73699999999997,101.93,,14nwa,78,NCL
446.78,103.016,,14nwa,78,NCL
443.259,105.17200000000001,,14nwa,78,NCL
441.67199999999997,106.35700000000001,,14nwa,78,NCL
441.07599999999996,107.08,,14nwa,78,NCL
440.73400000000004,107.97,,14nwa,78,NCL
440.539,110.62700000000001,,14nwa,78,NCL
440.287,112.125,,14nwa,78,NCL
439.82599999999996,112.926,,14nwa,78,NCL
438.75300000000004,113.855,,14nwa,78,NCL
435.55800000000005,115.56299999999999,,14nwa,78,NCL
434.30800000000005,116.42399999999999,,14nwa,78,NCL
433.26099999999997,117.52,,14nwa,78,NCL
430.634,120.604,,14nwa,78,NCL
429.418,121.367,,14nwa,78,NCL
427.04400000000004,122.131,,14nwa,78,NCL
423.491,122.551,,14nwa,78,NCL
422.01599999999996,122.48299999999999,,14nwa,78,NCL
418.06300000000005,121.706,,14nwa,78,NCL
413.509,121.65700000000001,,14nwa,78,NCL
411.565,121.896,,14nwa,78,NCL
410.656,122.384,,14nwa,78,NCL
410.064,123.223,,14nwa,78,NCL
409.842,124.236,,14nwa,78,NCL
409.82300000000004,125.34700000000001,,14nwa,78,NCL
410.13,126.23100000000001,,14nwa,78,NCL
410.87,126.706,,14nwa,78,NCL
413.425,127.42299999999999,,14nwa,78,NCL
414.14300000000003,128.091,,14nwa,78,NCL
414.642,129.023,,14nwa,78,NCL
414.853,129.97799999999998,,14nwa,78,NCL
414.439,130.951,,14nwa,78,NCL
413.079,131.607,,14nwa,78,NCL
410.01,132.594,,14nwa,78,NCL
409.226,133.095,,14nwa,78,NCL
408.705,133.795,,14nwa,78,NCL
408.211,135.12,,14nwa,78,NCL
407.89099999999996,137.183,,14nwa,78,NCL
407.875,140.371,,14nwa,78,NCL
408.10699999999997,141.737,,14nwa,78,NCL
409.18,142.119,,14nwa,78,NCL
411.096,141.643,,14nwa,78,NCL
414.93,140.285,,14nwa,78,NCL
416.379,140.135,,14nwa,78,NCL
418.37199999999996,140.503,,14nwa,78,NCL
421.12800000000004,141.769,,14nwa,78,NCL
423.722,143.431,,14nwa,78,NCL
425.522,145.113,,14nwa,78,NCL
426.01199999999994,145.92,,14nwa,78,NCL
426.529,148.424,,14nwa,78,NCL
426.809,150.078,,14nwa,78,NCL
424.621,152.469,,14nwa,78,NCL
423.449,153.377,,14nwa,78,NCL
421.666,154.30100000000002,,14nwa,78,NCL
417.402,155.836,,14nwa,78,NCL
415.952,155.98,,14nwa,78,NCL
414.49199999999996,155.518,,14nwa,78,NCL
413.55199999999996,155.755,,14nwa,78,NCL
410.276,157.072,,14nwa,78,NCL
407.777,157.30200000000002,,14nwa,78,NCL
0.0,161.38,,14nwa,79,NCL
8.111,157.16,,14nwa,79,NCL
10.196,155.806,,14nwa,79,NCL
12.337,153.644,,14nwa,79,NCL
13.485999999999999,152.72299999999998,,14nwa,79,NCL
14.397,152.388,,14nwa,79,NCL
16.417,152.085,,14nwa,79,NCL
17.785999999999998,151.489,,14nwa,79,NCL
21.333000000000002,149.632,,14nwa,79,NCL
22.325,149.369,,14nwa,79,NCL
23.326999999999998,149.373,,14nwa,79,NCL
24.745,149.874,,14nwa,79,NCL
27.546,151.241,,14nwa,79,NCL
28.948,151.593,,14nwa,79,NCL
29.891,151.561,,14nwa,79,NCL
31.813000000000002,151.15200000000002,,14nwa,79,NCL
34.685,150.003,,14nwa,79,NCL
37.364000000000004,148.588,,14nwa,79,NCL
38.124,147.878,,14nwa,79,NCL
38.696,147.029,,14nwa,79,NCL
39.469,144.67700000000002,,14nwa,79,NCL
39.994,141.672,,14nwa,79,NCL
39.995,138.679,,14nwa,79,NCL
39.379,135.681,,14nwa,79,NCL
38.554,133.894,,14nwa,79,NCL
37.321,132.325,,14nwa,79,NCL
34.222,128.984,,14nwa,79,NCL
33.817,128.122,,14nwa,79,NCL
34.037,126.59899999999999,,14nwa,79,NCL
33.07,126.485,,14nwa,79,NCL
32.195,127.001,,14nwa,79,NCL
30.881999999999998,128.592,,14nwa,79,NCL
29.531999999999996,129.164,,14nwa,79,NCL
26.035999999999998,130.109,,14nwa,79,NCL
23.122,130.319,,14nwa,79,NCL
22.238000000000003,129.939,,14nwa,79,NCL
21.456999999999997,129.188,,14nwa,79,NCL
20.624000000000002,127.874,,14nwa,79,NCL
19.43,123.706,,14nwa,79,NCL
18.875999999999998,122.383,,14nwa,79,NCL
18.346,121.74799999999999,,14nwa,79,NCL
17.612000000000002,121.447,,14nwa,79,NCL
16.675,121.501,,14nwa,79,NCL
13.424000000000001,122.296,,14nwa,79,NCL
12.425999999999998,122.256,,14nwa,79,NCL
10.46,121.868,,14nwa,79,NCL
8.987,122.117,,14nwa,79,NCL
6.044,122.84,,14nwa,79,NCL
4.573,122.961,,14nwa,79,NCL
3.0789999999999997,122.678,,14nwa,79,NCL
1.682,122.13,,14nwa,79,NCL
0.625,121.04799999999999,,14nwa,79,NCL
424.556,138.064,140.0,14nwa,80,NCL
427.551,141.46,140.0,14nwa,80,NCL
431.44300000000004,146.739,140.0,14nwa,80,NCL
432.981,149.266,140.0,14nwa,80,NCL
433.295,150.192,140.0,14nwa,80,NCL
433.353,151.22,140.0,14nwa,80,NCL
433.091,153.22899999999998,140.0,14nwa,80,NCL
432.176,154.621,140.0,14nwa,80,NCL
422.60900000000004,158.955,140.0,14nwa,80,NCL
420.293,159.87,140.0,14nwa,80,NCL
417.77,160.161,140.0,14nwa,80,NCL
416.824,160.403,140.0,14nwa,80,NCL
415.606,161.222,140.0,14nwa,80,NCL
413.338,163.243,140.0,14nwa,80,NCL
412.43300000000005,163.69899999999998,140.0,14nwa,80,NCL
411.43800000000005,163.895,140.0,14nwa,80,NCL
410.48800000000006,163.697,140.0,14nwa,80,NCL
409.069,163.115,140.0,14nwa,80,NCL
408.088,163.08100000000002,140.0,14nwa,80,NCL
405.589,163.42600000000002,140.0,14nwa,80,NCL
403.616,163.1,140.0,14nwa,80,NCL
400.72,162.2,140.0,14nwa,80,NCL
399.45,161.466,140.0,14nwa,80,NCL
398.151,159.79399999999998,140.0,14nwa,80,NCL
397.384,159.262,140.0,14nwa,80,NCL
396.42699999999996,159.145,140.0,14nwa,80,NCL
393.731,159.524,140.0,14nwa,80,NCL
392.219,159.623,140.0,14nwa,80,NCL
391.385,159.389,140.0,14nwa,80,NCL
390.80300000000005,158.769,140.0,14nwa,80,NCL
390.441,157.829,140.0,14nwa,80,NCL
389.82099999999997,155.688,140.0,14nwa,80,NCL
389.287,154.838,140.0,14nwa,80,NCL
386.996,152.967,140.0,14nwa,80,NCL
384.494,151.232,140.0,14nwa,80,NCL
380.931,149.27200000000002,140.0,14nwa,80,NCL
378.156,148.181,140.0,14nwa,80,NCL
373.71,147.27100000000002,140.0,14nwa,80,NCL
366.097,146.35399999999998,140.0,14nwa,80,NCL
363.73,145.799,140.0,14nwa,80,NCL
361.97900000000004,145.11700000000002,140.0,14nwa,80,NCL
361.264,144.50799999999998,140.0,14nwa,80,NCL
360.676,143.69899999999998,140.0,14nwa,80,NCL
358.55,138.916,140.0,14nwa,80,NCL
357.836,135.982,140.0,14nwa,80,NCL
357.86800000000005,134.002,140.0,14nwa,80,NCL
358.324,132.024,140.0,14nwa,80,NCL
359.64099999999996,129.28799999999998,140.0,14nwa,80,NCL
360.215,127.929,140.0,14nwa,80,NCL
360.296,126.961,140.0,14nwa,80,NCL
359.92199999999997,125.456,140.0,14nwa,80,NCL
358.966,123.695,140.0,14nwa,80,NCL
357.995,122.52,140.0,14nwa,80,NCL
355.17,120.477,140.0,14nwa,80,NCL
349.144,116.822,140.0,14nwa,80,NCL
346.379,114.73299999999999,140.0,14nwa,80,NCL
344.375,112.428,140.0,14nwa,80,NCL
343.19599999999997,110.204,140.0,14nwa,80,NCL
342.38699999999994,107.355,140.0,14nwa,80,NCL
341.962,104.866,140.0,14nwa,80,NCL
341.61699999999996,100.338,140.0,14nwa,80,NCL
341.73400000000004,97.844,140.0,14nwa,80,NCL
342.11400000000003,95.854,140.0,14nwa,80,NCL
343.434,92.075,140.0,14nwa,80,NCL
344.60699999999997,89.834,140.0,14nwa,80,NCL
346.101,87.836,140.0,14nwa,80,NCL
348.25800000000004,85.656,140.0,14nwa,80,NCL
353.825,80.835,140.0,14nwa,80,NCL
356.017,78.751,140.0,14nwa,80,NCL
357.839,76.575,140.0,14nwa,80,NCL
358.76099999999997,75.047,140.0,14nwa,80,NCL
358.957,74.226,140.0,14nwa,80,NCL
358.844,73.34,140.0,14nwa,80,NCL
358.27,71.923,140.0,14nwa,80,NCL
356.662,68.939,140.0,14nwa,80,NCL
356.077,66.975,140.0,14nwa,80,NCL
355.869,64.97800000000001,140.0,14nwa,80,NCL
356.038,60.431999999999995,140.0,14nwa,80,NCL
356.404,58.941,140.0,14nwa,80,NCL
356.911,58.108999999999995,140.0,14nwa,80,NCL
358.881,55.905,140.0,14nwa,80,NCL
362.908,52.101000000000006,140.0,14nwa,80,NCL
366.369,49.187,140.0,14nwa,80,NCL
368.70300000000003,48.013000000000005,140.0,14nwa,80,NCL
369.966,47.26,140.0,14nwa,80,NCL
370.54699999999997,46.574,140.0,14nwa,80,NCL
370.749,45.614,140.0,14nwa,80,NCL
370.564,43.5,140.0,14nwa,80,NCL
368.978,36.139,140.0,14nwa,80,NCL
368.588,33.187,140.0,14nwa,80,NCL
368.68300000000005,31.209,140.0,14nwa,80,NCL
369.514,25.741999999999997,140.0,14nwa,80,NCL
369.441,23.730999999999998,140.0,14nwa,80,NCL
368.79400000000004,18.16,140.0,14nwa,80,NCL
368.901,15.237,140.0,14nwa,80,NCL
369.267,13.842,140.0,14nwa,80,NCL
370.102,12.052999999999999,140.0,14nwa,80,NCL
374.462,5.801,140.0,14nwa,80,NCL
379.227,0.0,140.0,14nwa,80,NCL
372.352,0.0,20.0,14nwa,81,NCL
366.93300000000005,6.574,20.0,14nwa,81,NCL
364.94699999999995,10.062000000000001,20.0,14nwa,81,NCL
363.88199999999995,12.384,20.0,14nwa,81,NCL
363.06699999999995,14.762,20.0,14nwa,81,NCL
362.668,16.675,20.0,14nwa,81,NCL
362.705,18.617,20.0,14nwa,81,NCL
363.577,22.603,20.0,14nwa,81,NCL
363.83099999999996,24.596999999999998,20.0,14nwa,81,NCL
363.472,28.096999999999998,20.0,14nwa,81,NCL
363.389,30.086,20.0,14nwa,81,NCL
363.579,31.561999999999998,20.0,14nwa,81,NCL
365.12699999999995,38.407,20.0,14nwa,81,NCL
365.82599999999996,42.99100000000001,20.0,14nwa,81,NCL
365.798,43.99,20.0,14nwa,81,NCL
365.564,44.898999999999994,20.0,14nwa,81,NCL
364.843,46.118,20.0,14nwa,81,NCL
363.108,47.972,20.0,14nwa,81,NCL
360.25699999999995,50.153,20.0,14nwa,81,NCL
358.022,51.331,20.0,14nwa,81,NCL
353.92199999999997,53.3,20.0,14nwa,81,NCL
352.746,54.14,20.0,14nwa,81,NCL
352.131,54.88,20.0,14nwa,81,NCL
351.51199999999994,56.285,20.0,14nwa,81,NCL
350.589,59.724,20.0,14nwa,81,NCL
350.20599999999996,62.208999999999996,20.0,14nwa,81,NCL
350.13,65.703,20.0,14nwa,81,NCL
350.327,68.71,20.0,14nwa,81,NCL
350.66900000000004,71.186,20.0,14nwa,81,NCL
351.809,73.667,20.0,14nwa,81,NCL
352.04,74.586,20.0,14nwa,81,NCL
351.816,75.418,20.0,14nwa,81,NCL
350.791,76.983,20.0,14nwa,81,NCL
349.023,78.83800000000001,20.0,14nwa,81,NCL
343.958,83.167,20.0,14nwa,81,NCL
339.13800000000003,86.757,20.0,14nwa,81,NCL
337.665,88.179,20.0,14nwa,81,NCL
337.145,89.054,20.0,14nwa,81,NCL
336.918,91.00299999999999,20.0,14nwa,81,NCL
336.50800000000004,100.529,20.0,14nwa,81,NCL
336.779,107.54299999999999,20.0,14nwa,81,NCL
337.369,112.095,20.0,14nwa,81,NCL
338.12800000000004,115.13799999999999,20.0,14nwa,81,NCL
339.337,117.861,20.0,14nwa,81,NCL
340.152,119.01299999999999,20.0,14nwa,81,NCL
341.166,119.977,20.0,14nwa,81,NCL
343.25800000000004,121.24600000000001,20.0,14nwa,81,NCL
347.56699999999995,123.105,20.0,14nwa,81,NCL
349.38800000000003,124.037,20.0,14nwa,81,NCL
351.555,125.535,20.0,14nwa,81,NCL
352.189,126.307,20.0,14nwa,81,NCL
352.44599999999997,127.215,20.0,14nwa,81,NCL
352.61699999999996,129.648,20.0,14nwa,81,NCL
352.295,136.789,20.0,14nwa,81,NCL
352.39300000000003,140.29,20.0,14nwa,81,NCL
352.74199999999996,142.197,20.0,14nwa,81,NCL
353.30199999999996,143.56799999999998,20.0,14nwa,81,NCL
355.04900000000004,146.111,20.0,14nwa,81,NCL
357.505,148.64600000000002,20.0,14nwa,81,NCL
359.533,150.134,20.0,14nwa,81,NCL
362.19,151.60299999999998,20.0,14nwa,81,NCL
364.026,152.35,20.0,14nwa,81,NCL
366.504,152.839,20.0,14nwa,81,NCL
369.004,152.995,20.0,14nwa,81,NCL
373.531,152.906,20.0,14nwa,81,NCL
376.431,153.597,20.0,14nwa,81,NCL
379.324,154.605,20.0,14nwa,81,NCL
381.61199999999997,155.679,20.0,14nwa,81,NCL
383.67199999999997,156.999,20.0,14nwa,81,NCL
384.63,158.13,20.0,14nwa,81,NCL
386.474,161.268,20.0,14nwa,81,NCL
387.473,162.317,20.0,14nwa,81,NCL
388.73900000000003,162.983,20.0,14nwa,81,NCL
392.70599999999996,163.91299999999998,20.0,14nwa,81,NCL
394.63300000000004,164.507,20.0,14nwa,81,NCL
395.476,165.03400000000002,20.0,14nwa,81,NCL
397.45,166.618,20.0,14nwa,81,NCL
399.301,167.31,20.0,14nwa,81,NCL
402.20599999999996,168.11900000000003,20.0,14nwa,81,NCL
405.17199999999997,168.69,20.0,14nwa,81,NCL
407.64599999999996,168.956,20.0,14nwa,81,NCL
410.654,168.977,20.0,14nwa,81,NCL
414.658,168.72,20.0,14nwa,81,NCL
415.658,168.55700000000002,20.0,14nwa,81,NCL
416.58099999999996,168.146,20.0,14nwa,81,NCL
417.3,167.472,20.0,14nwa,81,NCL
418.884,165.47,20.0,14nwa,81,NCL
421.51199999999994,164.13099999999997,20.0,14nwa,81,NCL
427.983,161.5,20.0,14nwa,81,NCL
438.44300000000004,157.578,20.0,14nwa,81,NCL
439.435,156.058,20.0,14nwa,81,NCL
439.358,154.66899999999998,20.0,14nwa,81,NCL
437.358,149.501,20.0,14nwa,81,NCL
436.728,147.09,20.0,14nwa,81,NCL
436.73199999999997,144.054,20.0,14nwa,81,NCL
436.599,143.089,20.0,14nwa,81,NCL
435.98800000000006,142.265,20.0,14nwa,81,NCL
434.664,141.562,20.0,14nwa,81,NCL
430.96,139.975,20.0,14nwa,81,NCL
429.82300000000004,138.965,20.0,14nwa,81,NCL
428.681,137.144,20.0,14nwa,81,NCL
428.476,136.328,20.0,14nwa,81,NCL
429.199,135.66299999999998,20.0,14nwa,81,NCL
430.289,135.388,20.0,14nwa,81,NCL
434.86400000000003,135.716,20.0,14nwa,81,NCL
436.86400000000003,135.768,20.0,14nwa,81,NCL
438.278,135.531,20.0,14nwa,81,NCL
439.619,134.938,20.0,14nwa,81,NCL
440.88300000000004,134.05100000000002,20.0,14nwa,81,NCL
442.73900000000003,132.262,20.0,14nwa,81,NCL
443.94,130.64700000000002,20.0,14nwa,81,NCL
444.75,128.759,20.0,14nwa,81,NCL
444.89599999999996,127.306,20.0,14nwa,81,NCL
443.972,124.663,20.0,14nwa,81,NCL
443.915,123.759,20.0,14nwa,81,NCL
444.684,122.741,20.0,14nwa,81,NCL
445.806,121.889,20.0,14nwa,81,NCL
449.50199999999995,119.914,20.0,14nwa,81,NCL
451.29900000000004,118.839,20.0,14nwa,81,NCL
452.76800000000003,117.51799999999999,20.0,14nwa,81,NCL
453.89599999999996,115.83200000000001,20.0,14nwa,81,NCL
455.04,113.03200000000001,20.0,14nwa,81,NCL
455.094,112.045,20.0,14nwa,81,NCL
454.95099999999996,109.999,20.0,14nwa,81,NCL
455.173,109.045,20.0,14nwa,81,NCL
457.256,104.995,20.0,14nwa,81,NCL
457.855,103.125,20.0,14nwa,81,NCL
457.99699999999996,100.652,20.0,14nwa,81,NCL
457.809,94.615,20.0,14nwa,81,NCL
458.1,93.609,20.0,14nwa,81,NCL
458.778,92.86,20.0,14nwa,81,NCL
727.85,163.2,,14nwa,82,NCL
728.8,163.725,,14nwa,82,NCL
729.175,164.025,,14nwa,82,NCL
729.375,164.425,,14nwa,82,NCL
729.45,164.875,,14nwa,82,NCL
729.475,165.375,,14nwa,82,NCL
729.3,167.45,,14nwa,82,NCL
729.325,167.95,,14nwa,82,NCL
729.425,168.425,,14nwa,82,NCL
729.625,168.85,,14nwa,82,NCL
729.9,169.275,,14nwa,82,NCL
731.375,170.975,,14nwa,82,NCL
72.67399999999999,115.76700000000001,,14nwa,83,NCL
72.555,117.946,,14nwa,83,NCL
71.354,120.186,,14nwa,83,NCL
70.188,121.90799999999999,,14nwa,83,NCL
68.742,123.195,,14nwa,83,NCL
67.398,123.741,,14nwa,83,NCL
63.202,124.33,,14nwa,83,NCL
61.236000000000004,124.698,,14nwa,83,NCL
60.032,125.25299999999999,,14nwa,83,NCL
59.674,126.044,,14nwa,83,NCL
59.393,128.516,,14nwa,83,NCL
57.538000000000004,133.03799999999998,,14nwa,83,NCL
52.861000000000004,141.314,,14nwa,83,NCL
45.746,154.471,,14nwa,83,NCL
44.983000000000004,155.724,,14nwa,83,NCL
43.93,156.724,,14nwa,83,NCL
41.328,158.285,,14nwa,83,NCL
35.852,160.819,,14nwa,83,NCL
30.254,162.987,,14nwa,83,NCL
28.813000000000002,163.39600000000002,,14nwa,83,NCL
27.294,163.536,,14nwa,83,NCL
25.818,163.372,,14nwa,83,NCL
23.94,162.498,,14nwa,83,NCL
23.01,162.319,,14nwa,83,NCL
22.092,162.606,,14nwa,83,NCL
20.245,163.532,,14nwa,83,NCL
19.262999999999998,163.588,,14nwa,83,NCL
17.221,163.245,,14nwa,83,NCL
15.739,163.21,,14nwa,83,NCL
12.511,164.426,,14nwa,83,NCL
8.012,166.745,,14nwa,83,NCL
4.657,168.907,,14nwa,83,NCL
3.6630000000000003,170.024,,14nwa,83,NCL
1.7930000000000001,172.40599999999998,,14nwa,83,NCL
0.0,173.296,,14nwa,83,NCL
358.477,0.0,110.0,14nwa,84,NCL
358.629,2.057,110.0,14nwa,84,NCL
358.37,2.966,110.0,14nwa,84,NCL
356.043,5.627999999999999,110.0,14nwa,84,NCL
355.267,6.877000000000001,110.0,14nwa,84,NCL
355.05,7.867999999999999,110.0,14nwa,84,NCL
355.26099999999997,10.876,110.0,14nwa,84,NCL
355.852,13.835,110.0,14nwa,84,NCL
356.634,16.206,110.0,14nwa,84,NCL
358.879,20.753,110.0,14nwa,84,NCL
359.657,23.08,110.0,14nwa,84,NCL
359.783,25.026999999999997,110.0,14nwa,84,NCL
359.20099999999996,29.555999999999997,110.0,14nwa,84,NCL
359.23,32.048,110.0,14nwa,84,NCL
360.31300000000005,37.461,110.0,14nwa,84,NCL
360.668,39.925,110.0,14nwa,84,NCL
360.67,41.995,110.0,14nwa,84,NCL
360.48199999999997,42.99,110.0,14nwa,84,NCL
360.099,43.873000000000005,110.0,14nwa,84,NCL
358.225,46.225,110.0,14nwa,84,NCL
356.662,47.552,110.0,14nwa,84,NCL
354.954,48.518,110.0,14nwa,84,NCL
352.009,49.32,110.0,14nwa,84,NCL
350.19599999999997,50.111000000000004,110.0,14nwa,84,NCL
348.661,51.43,110.0,14nwa,84,NCL
346.335,54.751999999999995,110.0,14nwa,84,NCL
344.87,57.437,110.0,14nwa,84,NCL
344.314,59.313,110.0,14nwa,84,NCL
344.241,61.302,110.0,14nwa,84,NCL
344.62300000000005,63.945,110.0,14nwa,84,NCL
345.501,68.693,110.0,14nwa,84,NCL
345.501,70.612,110.0,14nwa,84,NCL
344.99,72.305,110.0,14nwa,84,NCL
343.952,73.75399999999999,110.0,14nwa,84,NCL
342.579,75.031,110.0,14nwa,84,NCL
340.07599999999996,76.729,110.0,14nwa,84,NCL
334.546,79.941,110.0,14nwa,84,NCL
332.101,81.78,110.0,14nwa,84,NCL
330.14300000000003,84.07,110.0,14nwa,84,NCL
328.88,86.32700000000001,110.0,14nwa,84,NCL
328.161,88.205,110.0,14nwa,84,NCL
327.85400000000004,89.601,110.0,14nwa,84,NCL
327.986,91.079,110.0,14nwa,84,NCL
328.89599999999996,94.053,110.0,14nwa,84,NCL
329.34,94.95200000000001,110.0,14nwa,84,NCL
330.41,96.68299999999999,110.0,14nwa,84,NCL
330.7,98.118,110.0,14nwa,84,NCL
330.832,101.1,110.0,14nwa,84,NCL
330.86800000000005,107.141,110.0,14nwa,84,NCL
331.466,111.62200000000001,110.0,14nwa,84,NCL
332.353,116.109,110.0,14nwa,84,NCL
333.392,119.429,110.0,14nwa,84,NCL
334.2,121.197,110.0,14nwa,84,NCL
335.048,122.429,110.0,14nwa,84,NCL
336.46,123.921,110.0,14nwa,84,NCL
338.472,125.51,110.0,14nwa,84,NCL
339.73400000000004,126.27799999999999,110.0,14nwa,84,NCL
344.13,127.68799999999999,110.0,14nwa,84,NCL
346.374,128.63,110.0,14nwa,84,NCL
347.051,129.284,110.0,14nwa,84,NCL
347.441,130.264,110.0,14nwa,84,NCL
347.596,131.829,110.0,14nwa,84,NCL
347.37699999999995,133.30100000000002,110.0,14nwa,84,NCL
346.48800000000006,137.257,110.0,14nwa,84,NCL
346.587,138.719,110.0,14nwa,84,NCL
347.23900000000003,141.67,110.0,14nwa,84,NCL
348.542,144.965,110.0,14nwa,84,NCL
349.542,146.66299999999998,110.0,14nwa,84,NCL
353.14599999999996,150.869,110.0,14nwa,84,NCL
354.519,152.94,110.0,14nwa,84,NCL
356.05400000000003,156.636,110.0,14nwa,84,NCL
357.36300000000006,158.201,110.0,14nwa,84,NCL
358.52,159.196,110.0,14nwa,84,NCL
359.792,159.886,110.0,14nwa,84,NCL
360.77099999999996,160.095,110.0,14nwa,84,NCL
362.83,160.119,110.0,14nwa,84,NCL
366.869,159.261,110.0,14nwa,84,NCL
368.806,159.043,110.0,14nwa,84,NCL
369.707,159.209,110.0,14nwa,84,NCL
370.506,159.749,110.0,14nwa,84,NCL
371.967,161.334,110.0,14nwa,84,NCL
372.746,161.965,110.0,14nwa,84,NCL
